Entity,Year,"Share of workers in financial sector (GGDC, 2017)","Share of population in financial sector (GGDC, 2017)",Share of workers in financial sector
Nigeria,2001,0.002337844,0.002337844,
Nigeria,2002,0.003134315,0.003134315,
Nigeria,2003,0.003202807,0.003202807,
Nigeria,2004,0.003667894,0.003667894,
Nigeria,2005,0.0042113,0.0042113,
Nigeria,2006,0.004918517,0.004918517,
Nigeria,2007,0.005750388,0.005750388,
Nigeria,2008,0.00671882,0.00671882,
Nigeria,2009,0.00779602,0.00779602,
Nigeria,2010,0.009044001,0.009044001,
Nigeria,2011,0.01065056,0.01065056,
Peru,1960,0.009824912,0.009824912,
Peru,1961,0.009886548,0.009886548,
Peru,1962,0.010615674,0.010615674,
Peru,1963,0.010820039,0.010820039,
Peru,1964,0.011006734,0.011006734,
Peru,1965,0.011056052,0.011056052,
Peru,1966,0.011128548,0.011128548,
Peru,1967,0.011147417,0.011147417,
Peru,1968,0.01106949,0.01106949,
Peru,1969,0.01101721,0.01101721,
Peru,1970,0.011506696,0.011506696,
Peru,1971,0.009879746,0.009879746,
Peru,1972,0.009624572,0.009624572,
Peru,1973,0.009351441,0.009351441,
Peru,1974,0.008541014,0.008541014,
Peru,1975,0.008509274,0.008509274,
Peru,1976,0.008300385,0.008300385,
Peru,1977,0.007865203,0.007865203,
Peru,1978,0.008130414,0.008130414,
Peru,1979,0.008060652,0.008060652,
Peru,1980,0.007812787,0.007812787,
Peru,1981,0.007593245,0.007593245,
Peru,1982,0.007987174,0.007987174,
Peru,1983,0.008678152,0.008678152,
Peru,1984,0.009403582,0.009403582,
Peru,1985,0.009988803,0.009988803,
Peru,1986,0.011176286,0.011176286,
Peru,1987,0.011758263,0.011758263,
Peru,1988,0.01194039,0.01194039,
Peru,1989,0.012502753,0.012502753,
Peru,1990,0.013621899,0.013621899,
Peru,1991,0.014815971,0.014815971,
Peru,1992,0.014902064,0.014902064,
Peru,1993,0.01532468,0.01532468,
Peru,1994,0.016436012,0.016436012,
Peru,1995,0.017806001,0.017806001,
Peru,1996,0.019042613,0.019042613,
Peru,1997,0.022120723,0.022120723,
Peru,1998,0.022372118,0.022372118,
Peru,1999,0.025080816,0.025080816,
Peru,2000,0.026646315,0.026646315,
Peru,2001,0.021550609,0.021550609,
Peru,2002,0.024273463,0.024273463,
Peru,2003,0.025709031,0.025709031,
Peru,2004,0.025419901,0.025419901,
Peru,2005,0.024684189,0.024684189,
Peru,2006,0.027970477,0.027970477,
Peru,2007,0.030593379,0.030593379,
Peru,2008,0.031871405,0.031871405,
Peru,2009,0.031873273,0.031873273,
Peru,2010,0.032362893,0.032362893,
Peru,2011,0.033086426,0.033086426,
Philippines,1971,0.011806294,0.011806294,
Philippines,1972,0.010873904,0.010873904,
Philippines,1973,0.011048557,0.011048557,
Philippines,1974,0.010805573,0.010805573,
Philippines,1975,0.011010575,0.011010575,
Philippines,1976,0.00927066,0.00927066,
Philippines,1977,0.008734494,0.008734494,
Philippines,1978,0.009024602,0.009024602,
Philippines,1979,0.008467032,0.008467032,
Philippines,1980,0.007943915,0.007943915,
Philippines,1981,0.007454754,0.007454754,
Philippines,1982,0.008569337,0.008569337,
Philippines,1983,0.007753103,0.007753103,
Philippines,1984,0.007791717,0.007791717,
Philippines,1985,0.007049115,0.007049115,
Philippines,1986,0.007829349,0.007829349,
Philippines,1987,0.007534102,0.007534102,
Philippines,1988,0.007199117,0.007199117,
Philippines,1989,0.00736546,0.00736546,
Philippines,1990,0.008012197,0.008012197,
Philippines,1991,0.007931974,0.007931974,
Philippines,1992,0.007764506,0.007764506,
Philippines,1993,0.008313341,0.008313341,
Philippines,1994,0.00808252,0.00808252,
Philippines,1995,0.008808368,0.008808368,
Philippines,1996,0.010612515,0.010612515,
Philippines,1997,0.01035723,0.01035723,
Philippines,1998,0.010360304,0.010360304,
Philippines,1999,0.010469849,0.010469849,
Philippines,2000,0.009733721,0.009733721,
Philippines,2001,0.009954003,0.009954003,
Philippines,2002,0.010320899,0.010320899,
Philippines,2003,0.011133754,0.011133754,
Philippines,2004,0.011798316,0.011798316,
Philippines,2005,0.012231345,0.012231345,
Philippines,2006,0.013059533,0.013059533,
Philippines,2007,0.013931587,0.013931587,
Philippines,2008,0.01455342,0.01455342,
Philippines,2009,0.015544202,0.015544202,
Philippines,2010,0.016551091,0.016551091,
Philippines,2011,0.016420196,0.016420196,
Philippines,2012,0.01678115,0.01678115,
Senegal,1970,0.000458052,0.000458052,
Senegal,1971,0.000493112,0.000493112,
Senegal,1972,0.000505081,0.000505081,
Senegal,1973,0.000485785,0.000485785,
Senegal,1974,0.000452942,0.000452942,
Senegal,1975,0.000502585,0.000502585,
Senegal,1976,0.000456495,0.000456495,
Senegal,1977,0.000466031,0.000466031,
Senegal,1978,0.000551867,0.000551867,
Senegal,1979,0.000577575,0.000577575,
Senegal,1980,0.000599891,0.000599891,
Senegal,1981,0.000657033,0.000657033,
Senegal,1982,0.000656626,0.000656626,
Senegal,1983,0.000681879,0.000681879,
Senegal,1984,0.000680718,0.000680718,
Senegal,1985,0.000711032,0.000711032,
Senegal,1986,0.000732241,0.000732241,
Senegal,1987,0.000762811,0.000762811,
Senegal,1988,0.000792486,0.000792486,
Senegal,1989,0.000827829,0.000827829,
Senegal,1990,0.000813726,0.000813726,
Senegal,1991,0.00083765,0.00083765,
Senegal,1992,0.000857961,0.000857961,
Senegal,1993,0.000857749,0.000857749,
Senegal,1994,0.000916872,0.000916872,
Senegal,1995,0.000943765,0.000943765,
Senegal,1996,0.000943637,0.000943637,
Senegal,1997,0.001017934,0.001017934,
Senegal,1998,0.001087164,0.001087164,
Senegal,1999,0.001142548,0.001142548,
Senegal,2000,0.001201884,0.001201884,
Senegal,2001,0.001212345,0.001212345,
Senegal,2002,0.001308747,0.001308747,
Senegal,2003,0.001383623,0.001383623,
Senegal,2004,0.001480676,0.001480676,
Senegal,2005,0.001555877,0.001555877,
Senegal,2006,0.00157782,0.00157782,
Senegal,2007,0.001656054,0.001656054,
Senegal,2008,0.001695385,0.001695385,
Senegal,2009,0.001665001,0.001665001,
Senegal,2010,0.001723455,0.001723455,
Singapore,1970,0.011135213,0.011135213,
Singapore,1971,0.011075869,0.011075869,
Singapore,1972,0.012394135,0.012394135,
Singapore,1973,0.014476685,0.014476685,
Singapore,1974,0.023071878,0.023071878,
Singapore,1975,0.024852861,0.024852861,
Singapore,1976,0.027236068,0.027236068,
Singapore,1977,0.028399582,0.028399582,
Singapore,1978,0.030224426,0.030224426,
Singapore,1979,0.033445059,0.033445059,
Singapore,1980,0.036284689,0.036284689,
Singapore,1981,0.038508699,0.038508699,
Singapore,1982,0.040205026,0.040205026,
Singapore,1983,0.041912057,0.041912057,
Singapore,1984,0.043922176,0.043922176,
Singapore,1985,0.043365695,0.043365695,
Singapore,1986,0.042608558,0.042608558,
Singapore,1987,0.044704656,0.044704656,
Singapore,1988,0.049615092,0.049615092,
Singapore,1989,0.051788527,0.051788527,
Singapore,1990,0.057525764,0.057525764,
Singapore,1991,0.058925368,0.058925368,
Singapore,1992,0.058156588,0.058156588,
Singapore,1993,0.05555574,0.05555574,
Singapore,1994,0.059754267,0.059754267,
Singapore,1995,0.071665408,0.071665408,
Singapore,1996,0.065411766,0.065411766,
Singapore,1997,0.068799819,0.068799819,
Singapore,1998,0.069680944,0.069680944,
Singapore,1999,0.069643795,0.069643795,
Singapore,2000,0.072597359,0.072597359,
Singapore,2001,0.076239436,0.076239436,
Singapore,2002,0.075877644,0.075877644,
Singapore,2003,0.078065583,0.078065583,
Singapore,2004,0.080724397,0.080724397,
Singapore,2005,0.083435092,0.083435092,
Singapore,2006,0.09475631,0.09475631,
Singapore,2007,0.108974912,0.108974912,
Singapore,2008,0.117037518,0.117037518,
Singapore,2009,0.117510797,0.117510797,
Singapore,2010,0.127188047,0.127188047,
Singapore,2011,0.132288607,0.132288607,
South Africa,1960,0.006853385,0.006853385,
South Africa,1961,0.007021068,0.007021068,
South Africa,1962,0.007190193,0.007190193,
South Africa,1963,0.007362288,0.007362288,
South Africa,1964,0.007539421,0.007539421,
South Africa,1965,0.007723014,0.007723014,
South Africa,1966,0.007914093,0.007914093,
South Africa,1967,0.008105128,0.008105128,
South Africa,1968,0.008195055,0.008195055,
South Africa,1969,0.008347074,0.008347074,
South Africa,1970,0.008460393,0.008460393,
South Africa,1971,0.008597748,0.008597748,
South Africa,1972,0.008841914,0.008841914,
South Africa,1973,0.008665114,0.008665114,
South Africa,1974,0.008608871,0.008608871,
South Africa,1975,0.008403257,0.008403257,
South Africa,1976,0.008344712,0.008344712,
South Africa,1977,0.008363766,0.008363766,
South Africa,1978,0.008561099,0.008561099,
South Africa,1979,0.008771517,0.008771517,
South Africa,1980,0.009111448,0.009111448,
South Africa,1981,0.009431686,0.009431686,
South Africa,1982,0.00986292,0.00986292,
South Africa,1983,0.010446043,0.010446043,
South Africa,1984,0.010793166,0.010793166,
South Africa,1985,0.011064676,0.011064676,
South Africa,1986,0.010948661,0.010948661,
South Africa,1987,0.011554828,0.011554828,
South Africa,1988,0.012634674,0.012634674,
South Africa,1989,0.013652868,0.013652868,
South Africa,1990,0.014833226,0.014833226,
South Africa,1991,0.015639601,0.015639601,
South Africa,1992,0.016883534,0.016883534,
South Africa,1993,0.017856937,0.017856937,
South Africa,1994,0.018785235,0.018785235,
South Africa,1995,0.020478726,0.020478726,
South Africa,1996,0.02248186,0.02248186,
South Africa,1997,0.023250825,0.023250825,
South Africa,1998,0.023726853,0.023726853,
South Africa,1999,0.022766342,0.022766342,
South Africa,2000,0.022548782,0.022548782,
South Africa,2001,0.024573715,0.024573715,
South Africa,2002,0.025796598,0.025796598,
South Africa,2003,0.025270264,0.025270264,
South Africa,2004,0.026126714,0.026126714,
South Africa,2005,0.028105305,0.028105305,
South Africa,2006,0.028216725,0.028216725,
South Africa,2007,0.029846261,0.029846261,
South Africa,2008,0.034121929,0.034121929,
South Africa,2009,0.03518001,0.03518001,
South Africa,2010,0.032483688,0.032483688,
South Africa,2011,0.033076003,0.033076003,
South Korea,1963,0.002834327,0.002834327,
South Korea,1964,0.002952263,0.002952263,
South Korea,1965,0.003163096,0.003163096,
South Korea,1966,0.003239518,0.003239518,
South Korea,1967,0.003304392,0.003304392,
South Korea,1968,0.003514228,0.003514228,
South Korea,1969,0.003622566,0.003622566,
South Korea,1970,0.003797257,0.003797257,
South Korea,1971,0.004081817,0.004081817,
South Korea,1972,0.00312586,0.00312586,
South Korea,1973,0.003816477,0.003816477,
South Korea,1974,0.004308556,0.004308556,
South Korea,1975,0.004351977,0.004351977,
South Korea,1976,0.004424869,0.004424869,
South Korea,1977,0.00566893,0.00566893,
South Korea,1978,0.006766161,0.006766161,
South Korea,1979,0.00701648,0.00701648,
South Korea,1980,0.008855015,0.008855015,
South Korea,1981,0.009978355,0.009978355,
South Korea,1982,0.00987704,0.00987704,
South Korea,1983,0.011363075,0.011363075,
South Korea,1984,0.012607804,0.012607804,
South Korea,1985,0.014029242,0.014029242,
South Korea,1986,0.015148658,0.015148658,
South Korea,1987,0.016612551,0.016612551,
South Korea,1988,0.018119936,0.018119936,
South Korea,1989,0.020576544,0.020576544,
South Korea,1990,0.022259211,0.022259211,
South Korea,1991,0.02392912,0.02392912,
South Korea,1992,0.028390397,0.028390397,
South Korea,1993,0.031119442,0.031119442,
South Korea,1994,0.033793689,0.033793689,
South Korea,1995,0.036657582,0.036657582,
South Korea,1996,0.039231467,0.039231467,
South Korea,1997,0.041759532,0.041759532,
South Korea,1998,0.040270919,0.040270919,
South Korea,1999,0.041465847,0.041465847,
South Korea,2000,0.04494969,0.04494969,
South Korea,2001,0.048342666,0.048342666,
South Korea,2002,0.050330849,0.050330849,
South Korea,2003,0.051720181,0.051720181,
South Korea,2004,0.05515518,0.05515518,
South Korea,2005,0.057757089,0.057757089,
South Korea,2006,0.061005454,0.061005454,
South Korea,2007,0.064888331,0.064888331,
South Korea,2008,0.064790424,0.064790424,
South Korea,2009,0.064263723,0.064263723,
South Korea,2010,0.067635572,0.067635572,
Spain,1960,0.008472592,0.008472592,
Spain,1961,0.008959563,0.008959563,
Spain,1962,0.009539589,0.009539589,
Spain,1963,0.010689369,0.010689369,
Spain,1964,0.012373158,0.012373158,
Spain,1965,0.013464033,0.013464033,
Spain,1966,0.013190195,0.013190195,
Spain,1967,0.012524492,0.012524492,
Spain,1968,0.012148305,0.012148305,
Spain,1969,0.011185575,0.011185575,
Spain,1970,0.010697322,0.010697322,
Spain,1971,0.010892447,0.010892447,
Spain,1972,0.01136194,0.01136194,
Spain,1973,0.011866155,0.011866155,
Spain,1974,0.01225315,0.01225315,
Spain,1975,0.012657669,0.012657669,
Spain,1976,0.012818025,0.012818025,
Spain,1977,0.01292606,0.01292606,
Spain,1978,0.013047345,0.013047345,
Spain,1979,0.013187604,0.013187604,
Spain,1980,0.013435332,0.013435332,
Spain,1981,0.013913305,0.013913305,
Spain,1982,0.014682841,0.014682841,
Spain,1983,0.014654081,0.014654081,
Spain,1984,0.015124937,0.015124937,
Spain,1985,0.015096691,0.015096691,
Spain,1986,0.015627207,0.015627207,
Spain,1987,0.017466986,0.017466986,
Spain,1988,0.019044711,0.019044711,
Spain,1989,0.021215235,0.021215235,
Spain,1990,0.023925948,0.023925948,
Spain,1991,0.025733761,0.025733761,
Spain,1992,0.026229794,0.026229794,
Spain,1993,0.026679979,0.026679979,
Spain,1994,0.026648616,0.026648616,
Spain,1995,0.027769978,0.027769978,
Spain,1996,0.028379499,0.028379499,
Spain,1997,0.029714193,0.029714193,
Spain,1998,0.030888827,0.030888827,
Spain,1999,0.03234739,0.03234739,
Spain,2000,0.034307944,0.034307944,
Spain,2001,0.035771977,0.035771977,
Spain,2002,0.036901823,0.036901823,
Spain,2003,0.036690837,0.036690837,
Spain,2004,0.037745305,0.037745305,
Spain,2005,0.039248022,0.039248022,
Spain,2006,0.041610621,0.041610621,
Spain,2007,0.043788193,0.043788193,
Spain,2008,0.045859402,0.045859402,
Spain,2009,0.045954908,0.045954908,
Spain,2010,0.046076326,0.046076326,
Spain,2011,0.044728011,0.044728011,
Sweden,1960,0.010344511,0.010344511,
Sweden,1961,0.010840651,0.010840651,
Sweden,1962,0.01139502,0.01139502,
Sweden,1963,0.012363512,0.012363512,
Sweden,1964,0.013652808,0.013652808,
Sweden,1965,0.014266393,0.014266393,
Sweden,1966,0.01509319,0.01509319,
Sweden,1967,0.015524533,0.015524533,
Sweden,1968,0.015732515,0.015732515,
Sweden,1969,0.016064402,0.016064402,
Sweden,1970,0.016694693,0.016694693,
Sweden,1971,0.01735741,0.01735741,
Sweden,1972,0.017736697,0.017736697,
Sweden,1973,0.017792103,0.017792103,
Sweden,1974,0.018169068,0.018169068,
Sweden,1975,0.018267756,0.018267756,
Sweden,1976,0.020497883,0.020497883,
Sweden,1977,0.020679468,0.020679468,
Sweden,1978,0.022224953,0.022224953,
Sweden,1979,0.022513791,0.022513791,
Sweden,1980,0.02381454,0.02381454,
Sweden,1981,0.023817545,0.023817545,
Sweden,1982,0.024515646,0.024515646,
Sweden,1983,0.02568373,0.02568373,
Sweden,1984,0.027022903,0.027022903,
Sweden,1985,0.027384491,0.027384491,
Sweden,1986,0.030946968,0.030946968,
Sweden,1987,0.032384114,0.032384114,
Sweden,1988,0.033633262,0.033633262,
Sweden,1989,0.03534992,0.03534992,
Sweden,1990,0.037152313,0.037152313,
Sweden,1991,0.037570696,0.037570696,
Sweden,1992,0.036636055,0.036636055,
Sweden,1993,0.033751274,0.033751274,
Sweden,1994,0.03414967,0.03414967,
Sweden,1995,0.035992092,0.035992092,
Sweden,1996,0.03812918,0.03812918,
Sweden,1997,0.038265615,0.038265615,
Sweden,1998,0.042413411,0.042413411,
Sweden,1999,0.04612845,0.04612845,
Sweden,2000,0.052298726,0.052298726,
Sweden,2001,0.055890539,0.055890539,
Sweden,2002,0.055171128,0.055171128,
Sweden,2003,0.054720637,0.054720637,
Sweden,2004,0.054372415,0.054372415,
Sweden,2005,0.054709127,0.054709127,
Sweden,2006,0.056417567,0.056417567,
Sweden,2007,0.060143689,0.060143689,
Sweden,2008,0.060186534,0.060186534,
Sweden,2009,0.056621367,0.056621367,
Sweden,2010,0.058828764,0.058828764,
Sweden,2011,0.061804316,0.061804316,
Tanzania,1960,0.000402302,0.000402302,
Tanzania,1961,0.0004949,0.0004949,
Tanzania,1962,0.000493612,0.000493612,
Tanzania,1963,0.000499873,0.000499873,
Tanzania,1964,0.000533567,0.000533567,
Tanzania,1965,0.000534046,0.000534046,
Tanzania,1966,0.000497313,0.000497313,
Tanzania,1967,0.00052976,0.00052976,
Tanzania,1968,0.000548925,0.000548925,
Tanzania,1969,0.00056853,0.00056853,
Tanzania,1970,0.000588512,0.000588512,
Tanzania,1971,0.000668277,0.000668277,
Tanzania,1972,0.000725591,0.000725591,
Tanzania,1973,0.000719992,0.000719992,
Tanzania,1974,0.000791684,0.000791684,
Tanzania,1975,0.000969467,0.000969467,
Tanzania,1976,0.0009117,0.0009117,
Tanzania,1977,0.000735691,0.000735691,
Tanzania,1978,0.000842766,0.000842766,
Tanzania,1979,0.000879564,0.000879564,
Tanzania,1980,0.000920624,0.000920624,
Tanzania,1981,0.000924018,0.000924018,
Tanzania,1982,0.000972764,0.000972764,
Tanzania,1983,0.000999353,0.000999353,
Tanzania,1984,0.001043349,0.001043349,
Tanzania,1985,0.001049978,0.001049978,
Tanzania,1986,0.001128074,0.001128074,
Tanzania,1987,0.001117693,0.001117693,
Tanzania,1988,0.001136694,0.001136694,
Tanzania,1989,0.001100542,0.001100542,
Tanzania,1990,0.001050858,0.001050858,
Tanzania,1991,0.001006681,0.001006681,
Tanzania,1992,0.000965293,0.000965293,
Tanzania,1993,0.000955656,0.000955656,
Tanzania,1994,0.000914393,0.000914393,
Tanzania,1995,0.000844517,0.000844517,
Tanzania,1996,0.000778751,0.000778751,
Tanzania,1997,0.000816331,0.000816331,
Tanzania,1998,0.000827039,0.000827039,
Tanzania,1999,0.000809241,0.000809241,
Tanzania,2000,0.000797302,0.000797302,
Tanzania,2001,0.000782741,0.000782741,
Tanzania,2002,0.000786522,0.000786522,
Tanzania,2003,0.001074113,0.001074113,
Tanzania,2004,0.001461228,0.001461228,
Tanzania,2005,0.002006686,0.002006686,
Tanzania,2006,0.002748364,0.002748364,
Tanzania,2007,0.002762388,0.002762388,
Tanzania,2008,0.002743335,0.002743335,
Tanzania,2009,0.002760769,0.002760769,
Tanzania,2010,0.002777088,0.002777088,
Tanzania,2011,0.002786498,0.002786498,
Thailand,1960,0.002572605,0.002572605,
Thailand,1961,0.002651612,0.002651612,
Thailand,1962,0.002734966,0.002734966,
Thailand,1963,0.002816456,0.002816456,
Thailand,1964,0.002889245,0.002889245,
Thailand,1965,0.002967288,0.002967288,
Thailand,1966,0.003037252,0.003037252,
Thailand,1967,0.003106098,0.003106098,
Thailand,1968,0.003176222,0.003176222,
Thailand,1969,0.003246165,0.003246165,
Thailand,1970,0.00331706,0.00331706,
Thailand,1971,0.003445568,0.003445568,
Thailand,1972,0.003541581,0.003541581,
Thailand,1973,0.003632868,0.003632868,
Thailand,1974,0.003724135,0.003724135,
Thailand,1975,0.003805412,0.003805412,
Thailand,1976,0.003875018,0.003875018,
Thailand,1977,0.003931914,0.003931914,
Thailand,1978,0.003926369,0.003926369,
Thailand,1979,0.004239019,0.004239019,
Thailand,1980,0.004454896,0.004454896,
Thailand,1981,0.003777234,0.003777234,
Thailand,1982,0.004717407,0.004717407,
Thailand,1983,0.005016725,0.005016725,
Thailand,1984,0.004673497,0.004673497,
Thailand,1985,0.004710843,0.004710843,
Thailand,1986,0.004975494,0.004975494,
Thailand,1987,0.005380738,0.005380738,
Thailand,1988,0.005271562,0.005271562,
Thailand,1989,0.00539268,0.00539268,
Thailand,1990,0.005871323,0.005871323,
Thailand,1991,0.007100303,0.007100303,
Thailand,1992,0.008004564,0.008004564,
Thailand,1993,0.009625136,0.009625136,
Thailand,1994,0.009803322,0.009803322,
Thailand,1995,0.009454868,0.009454868,
Thailand,1996,0.010543616,0.010543616,
Thailand,1997,0.013571137,0.013571137,
Thailand,1998,0.01164475,0.01164475,
Thailand,1999,0.012218744,0.012218744,
Thailand,2000,0.012273924,0.012273924,
Thailand,2001,0.012563082,0.012563082,
Thailand,2002,0.011891094,0.011891094,
Thailand,2003,0.013115958,0.013115958,
Thailand,2004,0.014416428,0.014416428,
Thailand,2005,0.01515312,0.01515312,
Thailand,2006,0.015328717,0.015328717,
Thailand,2007,0.016127957,0.016127957,
Thailand,2008,0.016728339,0.016728339,
Thailand,2009,0.016736419,0.016736419,
Thailand,2010,0.016839727,0.016839727,
Thailand,2011,0.016967152,0.016967152,
United States of America,1960,0.032480896,0.032480896,
United States of America,1961,0.032596171,0.032596171,
United States of America,1962,0.032781398,0.032781398,
United States of America,1963,0.033114147,0.033114147,
United States of America,1964,0.033489592,0.033489592,
United States of America,1965,0.034176319,0.034176319,
United States of America,1966,0.034740328,0.034740328,
United States of America,1967,0.035635713,0.035635713,
United States of America,1968,0.036983817,0.036983817,
United States of America,1969,0.038200031,0.038200031,
United States of America,1970,0.038980021,0.038980021,
United States of America,1971,0.039415065,0.039415065,
United States of America,1972,0.040295535,0.040295535,
United States of America,1973,0.042392991,0.042392991,
United States of America,1974,0.043330794,0.043330794,
United States of America,1975,0.043617008,0.043617008,
United States of America,1976,0.044242905,0.044242905,
United States of America,1977,0.045782724,0.045782724,
United States of America,1978,0.048967778,0.048967778,
United States of America,1979,0.051708769,0.051708769,
United States of America,1980,0.053341243,0.053341243,
United States of America,1981,0.055742209,0.055742209,
United States of America,1982,0.056677699,0.056677699,
United States of America,1983,0.05890705,0.05890705,
United States of America,1984,0.062802135,0.062802135,
United States of America,1985,0.066092281,0.066092281,
United States of America,1986,0.068925974,0.068925974,
United States of America,1987,0.072554451,0.072554451,
United States of America,1988,0.075515761,0.075515761,
United States of America,1989,0.077570153,0.077570153,
United States of America,1990,0.078616092,0.078616092,
United States of America,1991,0.077022723,0.077022723,
United States of America,1992,0.076479564,0.076479564,
United States of America,1993,0.078695652,0.078695652,
United States of America,1994,0.080796363,0.080796363,
United States of America,1995,0.082573284,0.082573284,
United States of America,1996,0.084529261,0.084529261,
United States of America,1997,0.087177116,0.087177116,
United States of America,1998,0.090639345,0.090639345,
United States of America,1999,0.093039549,0.093039549,
United States of America,2000,0.095467659,0.095467659,
United States of America,2001,0.092873247,0.092873247,
United States of America,2002,0.089421439,0.089421439,
United States of America,2003,0.088794397,0.088794397,
United States of America,2004,0.090225234,0.090225234,
United States of America,2005,0.091629066,0.091629066,
United States of America,2006,0.093066912,0.093066912,
United States of America,2007,0.093259548,0.093259548,
United States of America,2008,0.090788093,0.090788093,
United States of America,2009,0.084696367,0.084696367,
United States of America,2010,0.084379215,0.084379215,
Venezuela,1960,0.010287606,0.010287606,
Venezuela,1961,0.0095612,0.0095612,
Venezuela,1962,0.00971123,0.00971123,
Venezuela,1963,0.009928376,0.009928376,
Venezuela,1964,0.010469999,0.010469999,
Venezuela,1965,0.010965338,0.010965338,
Venezuela,1966,0.010977805,0.010977805,
Venezuela,1967,0.010916345,0.010916345,
Venezuela,1968,0.010689051,0.010689051,
Venezuela,1969,0.011195032,0.011195032,
Venezuela,1970,0.011207597,0.011207597,
Venezuela,1971,0.010602998,0.010602998,
Venezuela,1972,0.011199027,0.011199027,
Venezuela,1973,0.01161273,0.01161273,
Venezuela,1974,0.012022554,0.012022554,
Venezuela,1975,0.012951776,0.012951776,
Venezuela,1976,0.013230894,0.013230894,
Venezuela,1977,0.013523525,0.013523525,
Venezuela,1978,0.013054369,0.013054369,
Venezuela,1979,0.013160267,0.013160267,
Venezuela,1980,0.013224517,0.013224517,
Venezuela,1981,0.013970116,0.013970116,
Venezuela,1982,0.013772489,0.013772489,
Venezuela,1983,0.014035535,0.014035535,
Venezuela,1984,0.01530564,0.01530564,
Venezuela,1985,0.015517806,0.015517806,
Venezuela,1986,0.016455027,0.016455027,
Venezuela,1987,0.017687619,0.017687619,
Venezuela,1988,0.018837265,0.018837265,
Venezuela,1989,0.019332463,0.019332463,
Venezuela,1990,0.019283592,0.019283592,
Venezuela,1991,0.019313714,0.019313714,
Venezuela,1992,0.020602621,0.020602621,
Venezuela,1993,0.023517706,0.023517706,
Venezuela,1994,0.021016151,0.021016151,
Venezuela,1995,0.022230376,0.022230376,
Venezuela,1996,0.023383635,0.023383635,
Venezuela,1997,0.020609826,0.020609826,
Venezuela,1998,0.020156385,0.020156385,
Venezuela,1999,0.021521284,0.021521284,
Venezuela,2000,0.020419408,0.020419408,
Venezuela,2001,0.021248111,0.021248111,
Venezuela,2002,0.020491133,0.020491133,
Venezuela,2003,0.019706697,0.019706697,
Venezuela,2004,0.02088551,0.02088551,
Venezuela,2005,0.022096094,0.022096094,
Venezuela,2006,0.023500525,0.023500525,
Venezuela,2007,0.024860893,0.024860893,
Venezuela,2008,0.025650042,0.025650042,
Venezuela,2009,0.025831055,0.025831055,
Venezuela,2010,0.027437925,0.027437925,
Venezuela,2011,0.028284524,0.028284524,
Zambia,1965,0.002898008,0.002898008,
Zambia,1966,0.003369779,0.003369779,
Zambia,1967,0.003796103,0.003796103,
Zambia,1968,0.003835172,0.003835172,
Zambia,1969,0.004281101,0.004281101,
Zambia,1970,0.004224648,0.004224648,
Zambia,1971,0.00423984,0.00423984,
Zambia,1972,0.004941156,0.004941156,
Zambia,1973,0.004725556,0.004725556,
Zambia,1974,0.004686837,0.004686837,
Zambia,1975,0.00480103,0.00480103,
Zambia,1976,0.004471701,0.004471701,
Zambia,1977,0.00396245,0.00396245,
Zambia,1978,0.004187804,0.004187804,
Zambia,1979,0.003689497,0.003689497,
Zambia,1980,0.003758895,0.003758895,
Zambia,1981,0.00392818,0.00392818,
Zambia,1982,0.004353063,0.004353063,
Zambia,1983,0.004186308,0.004186308,
Zambia,1984,0.004303138,0.004303138,
Zambia,1985,0.004331198,0.004331198,
Zambia,1986,0.004542883,0.004542883,
Zambia,1987,0.0045556,0.0045556,
Zambia,1988,0.004458766,0.004458766,
Zambia,1989,0.00455532,0.00455532,
Zambia,1990,0.004658879,0.004658879,
Zambia,1991,0.00462955,0.00462955,
Zambia,1992,0.003832615,0.003832615,
Zambia,1993,0.003678617,0.003678617,
Zambia,1994,0.003221194,0.003221194,
Zambia,1995,0.003381581,0.003381581,
Zambia,1996,0.003101922,0.003101922,
Zambia,1997,0.002971923,0.002971923,
Zambia,1998,0.002860836,0.002860836,
Zambia,1999,0.002812515,0.002812515,
Zambia,2000,0.002768055,0.002768055,
Zambia,2001,0.002729946,0.002729946,
Zambia,2002,0.002753875,0.002753875,
Zambia,2003,0.002774325,0.002774325,
Zambia,2004,0.002796768,0.002796768,
Zambia,2005,0.002807208,0.002807208,
Zambia,2006,0.00282718,0.00282718,
Zambia,2007,0.002847569,0.002847569,
Zambia,2008,0.002916615,0.002916615,
Zambia,2009,0.002940787,0.002940787,
Zambia,2010,0.002972041,0.002972041,
