Entity,Year,"Expenditure per student as % of GDP (primary), 1974-2014 (World Bank (2015))","Teacher-pupil ratio (primary), 1970-2014 (World Bank (2015))","Government expenditure per student, primary (% of GDP per capita) (World Bank (2015))","Government expenditure per student, secondary (% of GDP per capita) (World Bank (2015))","Government expenditure per student, tertiary (% of GDP per capita) (World Bank (2015))",Total government expenditure on education (World Bank (2015)),Share of education in government expenditure (World Bank (2015)),Expenditure on primary as % of government expenditure on education (World Bank (2015))
United Kingdom,2001,14.11953,,14.11953,23.35448,21.65305,4.40956,12.29263,24.98936
United Kingdom,2002,15.32414,,15.32414,25.13249,27.09602,4.97608,13.56549,23.6289
United Kingdom,2003,17.25703,,17.25703,26.48422,26.25792,5.12047,13.61654,25.47734
United Kingdom,2004,16.69289,,16.69289,25.02402,25.62951,5.00527,12.95551,26.19924
United Kingdom,2005,17.79276,,17.79276,24.55163,30.36715,5.19466,13.18665,26.46495
United Kingdom,2006,20.65659,,20.65659,25.62092,27.26981,5.2469,13.22107,29.44554
United Kingdom,2007,21.8394,,21.8394,26.71128,23.12083,5.1641,13.01274,30.64547
United Kingdom,2008,22.20666,,22.20666,27.57701,21.17666,5.12086,12.96622,31.57509
United Kingdom,2009,23.13598,,23.13598,29.58288,19.53529,5.3124,12.60698,31.11967
United Kingdom,2010,25.23767,,25.23767,32.35495,24.52419,5.95497,12.96037,30.09235
United Kingdom,2011,25.13441,,25.13441,30.01278,32.00776,5.75164,12.71642,30.77206
United Kingdom,2013,,,,,,5.72,12.97461,29.7885
United States,1998,16.53994,,16.53994,21.53417,26.25971,4.81543,,30.74451
United States,1999,17.03503,,17.03503,21.44874,25.77012,4.84934,,31.39444
United States,2000,18.34577,,18.34577,21.85675,,,,
United States,2001,19.90916,,19.90916,22.98873,29.78793,5.45786,,32.70484
United States,2002,20.29738,,20.29738,23.42857,24.35864,5.4062,16.5502,32.74699
United States,2003,20.38953,,20.38953,24.50681,25.2911,5.56551,16.59401,31.6501
United States,2004,20.7993,,20.7993,23.34798,22.23646,5.30923,15.68447,33.16484
United States,2005,19.64294,,19.64294,21.9129,22.18337,5.07365,15.13099,32.33455
United States,2006,20.94328,,20.94328,23.22387,23.95922,5.38881,15.1779,31.9827
United States,2007,21.18678,,21.18678,23.28167,20.88919,5.24649,14.55928,33.14758
United States,2008,21.77167,,21.77167,23.94154,20.42552,5.30354,14.17161,33.62871
United States,2009,21.79106,,21.79106,24.47051,18.89157,5.24958,12.91058,33.56153
United States,2010,22.09965,,22.09965,24.34062,20.88012,5.42001,13.16852,32.42158
United States,2011,20.89132,,20.89132,23.93812,20.07767,5.2239,13.05128,31.58695
United States,2012,20.55541,,20.55541,22.80422,,,,
Uruguay,1996,,,,,,2.86987,,
Uruguay,1998,,,,,,2.24337,,
Uruguay,1999,7.15132,,7.15132,10.45691,18.5459,,,
Uruguay,2000,7.2579,,7.2579,10.00351,18.06903,2.42255,8.31884,32.55352
Uruguay,2001,9.62925,,9.62925,9.58391,20.28776,2.80096,9.1999,37.15629
Uruguay,2002,6.98224,,6.98224,8.00892,16.85926,2.3222,7.71913,32.96867
Uruguay,2003,5.85263,,5.85263,6.49868,17.62912,2.06821,6.8295,31.09611
Uruguay,2004,7.3653,,7.3653,8.45562,19.53621,2.49954,8.42054,32.46508
Uruguay,2005,8.34322,,8.34322,9.91775,17.80605,2.71475,9.46483,33.78484
Uruguay,2006,8.75025,,8.75025,10.6853,18.61583,2.88026,9.89818,33.33268
Uruguay,2011,,,,,,4.35527,14.92589,27.87636
Vanuatu,1998,11.73944,,11.73944,,,7.64082,27.4011,29.65076
Vanuatu,1999,11.26561,,11.26561,71.70467,117.86082,6.16283,25.82178,34.60813
Vanuatu,2000,13.27087,,13.27087,61.34954,145.91969,7.00363,27.52419,36.5275
Vanuatu,2001,12.93504,,12.93504,88.93907,262.67014,8.95115,40.07755,27.85167
Vanuatu,2002,,,,,,8.13175,36.40962,
Vanuatu,2003,,,,,,8.44173,44.8018,
Vanuatu,2008,16.76755,,16.76755,,,5.78303,21.40563,49.72826
Vanuatu,2009,16.19971,,16.19971,,,5.01287,18.72315,54.26613
Vanuatu,2014,,,,,,,21.82901,47.10356
Venezuela,2006,8.01947,,8.01947,8.35308,,3.66906,9.344,27.74891
Venezuela,2007,9.06394,,9.06394,8.08,,3.62732,10.09005,31.8146
Venezuela,2009,17.90561,,17.90561,16.60618,20.9167,6.87468,20.66358,31.5452
Vietnam,2008,17.7854,,17.7854,,55.71225,4.88674,18.05421,29.38257
Vietnam,2010,25.34212,,25.34212,,39.79626,6.28535,20.93943,32.10718
Vietnam,2012,23.77934,,23.77934,,41.24058,6.30311,21.43734,30.17734
Yemen,2000,,,,,,9.66163,30.48928,
Yemen,2001,,,,,,9.24471,30.32128,
Yemen,2008,,,,,,4.5606,12.48921,
Yemen,2011,18.61486,,18.61486,12.12815,,,,
Yemen,2013,1.40245,,1.40245,1.35573,,,,
Zambia,1998,,,,,,2.11823,,
Zambia,1999,,,,,,1.77495,,
Zambia,2000,6.22729,,6.22729,,142.79097,1.78819,8.35262,54.80165
Zambia,2004,7.80849,,7.80849,,,2.46343,10.58499,63.86121
Zambia,2005,4.62364,,4.62364,,,1.73553,7.72973,59.7587
Zambia,2007,,,,,,1.24076,6.22791,
Zambia,2008,,,,,,1.09972,5.6518,
Zimbabwe,2010,,,,,61.9999,1.9661,8.72091,51.58009
